id,customfields_candidateexp,applications_jobdetails_customfields_joblevel,applications_jobs_name,customfields_gender,customfields_candidateage,customfields_dateofbirth,customfields_language,applications_location_address,applications_jobdetails_hiringteam_hiringmanagers_name,applications_jobdetails_departments_name,customfields_hiredate,customfields_startdate,applications_offerdetails_resolvedat,applications_offerdetails_createdat,applications_appliedat,applications_jobdetails_openings_openedat,applications_jobdetails_openings_closedat,customfields_degree,customfields_discipline,applications_source_publicname,applications_rejectedat,applications_status,applications_jobdetails_status,applications_offerdetails_status,recruiter_name,applications_rejectionreason_name,applications_currentstage_name,applications_prospect,company,applications_jobdetails_customfields_salaryrange_maxvalue,applications_jobdetails_customfields_salaryrange_minvalue
3481504394917184130,10,L6,HR Assistant,Male,27,2002-11-11,Canada,Canada,,Human Resources,,,,2024-04-29,2024-04-30,2024-03-10,,BE,EE,LinkedIn,2024-05-05,rejected,Open,rejected,Deepan,Failed Interview ,rejected,False,"Orozco, Anderson and Lewis",140000,100000
3481504394917184131,2,L2,IT Director,Male,22,2000-06-22,Mexico,Mexico,,IT,,,,,2024-10-06,2024-03-26,,BE,AI,LinkedIn,,active,Open,Negotiation,Subhajit,Lack of Experience,Review,True,Small Group,150000,140000
3481504394917184132,7,L6,Junior Backend Developer,Male,29,1995-09-11,USA,USA,,Platform,,,,2024-08-08,2024-08-09,2023-12-07,,PhD,CS,LinkedIn,2024-08-12,rejected,Open,rejected,Mak,Lack of Experience,rejected,False,Guzman Inc,160000,120000
3481504394917184133,0,L1,IT Manager,Male,28,2001-04-29,USA,USA,,IT,,,,,2024-10-12,2024-10-04,,Mtech,CS,HRMarket,,active,Closed,Negotiation,Rajini,Not Qualified,Review,True,Lowe-Brown,160000,190000
3481504394917184134,2,L2,Customer Success Manager,Female,34,1991-10-02,USA,USA,,Customer Service,,,,,2024-10-21,2024-03-03,,Btech,AI,HRMarket,,active,Open,Pending,John,Lack of Experience,Technical,True,Payne PLC,210000,110000
3481504394917184135,12,L6,HR Generalist,Male,26,1990-12-16,India,India,,Human Resources,,,,2024-09-02,2024-09-03,2024-02-13,,Mtech,EC,HRMarket,2024-09-07,rejected,Open,rejected,Naveen Yarra,Lack of Experience,rejected,False,Jones Group,170000,190000
3481504394917184136,0,L1,Principal Data Scientist,Non-Binary,26,1998-07-19,USA,USA,,Machine Learning,,,,,2024-10-14,2024-02-08,,Mtech,EC,HRMarket,,active,Open,Pending,Rajini,Location/Relocation,Review,True,Sanchez-Phillips,180000,170000
3481504394917184137,5,L4,Team Lead,Male,24,2002-03-23,USA,USA,,Customer Service,,,,,2024-10-07,2024-02-12,,HighSchool,AI,HRMarket,,active,Open,Pending,Naveen Yarra,Failed Interview ,Review,True,Sanchez-Phillips,150000,170000
3481504394917184138,2,L2,Team Lead,Female,21,2001-01-06,India,India,,Customer Service,,,,2024-08-04,2024-08-05,2024-02-12,,PhD,CS,HRMarket,2024-08-06,rejected,Open,rejected,Rajini,Lack of Experience,rejected,False,Schroeder-Allen,190000,180000
3481504394917184139,10,L6,Sales Representative,Male,33,1998-02-12,India,India,,Sales,,,,,2024-10-08,2023-12-20,2024-01-03,Mtech,EC,HRMarket,,active,Closed,Negotiation,Rajini,Location/Relocation,Review,True,Mcintosh Group,160000,150000
3481504394917184140,1,L1,Sales Executive,Female,26,1998-05-30,Mexico,Mexico,,Sales,,,,2024-07-15,2024-07-16,2023-12-02,2023-12-29,Btech,CS,Others,2024-07-18,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,Jones-Wilson,130000,150000
3481504394917184141,0,L1,Tax Consultant,Female,29,1991-03-04,India,India,,Finance & Admin,,,,,2024-10-20,2024-03-30,2024-04-23,BE,CS,HRMarket,,active,Closed,Negotiation,Deepan,Not Qualified,Review,True,Hill-Whitney,160000,170000
3481504394917184142,7,L6,Network Engineer,Female,23,1996-01-12,India,India,,IT,,,,,2024-10-17,2023-12-30,2024-01-14,BE,AI,HRMarket,,active,Closed,Negotiation,Rajini,Lack of Experience,Review,True,Knox PLC,120000,160000
3481504394917184143,2,L2,Team Lead,Female,27,1996-12-22,Canada,Canada,,Customer Service,,,,2024-03-17,2024-03-18,2024-02-12,,BE,AI,HRMarket,2024-03-23,rejected,Open,rejected,Deepan,Lack of Experience,rejected,False,Jones-Wilson,120000,130000
3481504394917184144,5,L4,HR Manager,Male,30,1993-04-27,USA,USA,,Human Resources,,,,,2024-10-24,2024-03-24,,Btech,IS,LinkedIn,,active,Closed,Pending,Rajini,Not Qualified,Manager,True,Schroeder-Allen,150000,120000
3481504394917184145,5,L4,General Manager,Male,26,1997-11-26,India,India,,Management,,,,,2024-10-22,2024-01-06,2024-02-07,Mtech,CS,HRMarket,,active,Closed,Negotiation,Rajini,Lack of Experience,Review,True,Sullivan LLC,130000,120000
3481504394917184146,10,L6,Recruiter,Male,29,1992-09-22,India,India,,Human Resources,,,,2024-08-28,2024-08-29,2024-01-09,,Btech,IS,HRMarket,2024-09-03,rejected,Open,rejected,Subhajit,Lack of Experience,rejected,False,"Moore, Harris and Garner",110000,170000
3481504394917184147,12,L6,Recruiter,Female,29,2000-06-14,Canada,Canada,,Human Resources,,,,2024-01-09,2024-01-10,2024-01-09,,BE,AI,Referral,2024-01-11,rejected,Open,rejected,Deepan,Lack of Experience,rejected,False,Conway-Hernandez,170000,170000
3481504394917184148,1,L1,IT Manager,Female,29,1997-01-28,India,India,,IT,,,,,2024-10-05,2024-10-04,,Btech,EC,HRMarket,,active,Closed,Pending,Rajini,Failed Interview ,Screening,True,Taylor-Montgomery,140000,130000
3481504394917184149,3,L2,Operations Manager,Female,29,2001-11-08,China,China,,Management,,,,,2024-10-14,2024-03-10,,Mtech,AI,HRMarket,,active,Closed,Pending,Deepan,Failed Interview ,Manager,True,"Lang, Torres and Moss",130000,190000
3481504394917184150,15,L6,Engagement Manager,Female,23,1994-12-08,USA,USA,,Customer Service,,,,,2024-10-12,2024-04-15,,PhD,AI,Others,,active,Closed,Negotiation,Rajini,Location/Relocation,Review,True,Williams LLC,190000,110000
3481504394917184151,7,L6,Financial Analyst,Male,22,1996-10-30,India,India,,Finance & Admin,,,,,2024-10-26,2023-12-12,2024-01-03,BE,IS,HRMarket,,active,Closed,Pending,Rajini,Not Qualified,Review,True,"Mcfarland, Valdez and Nelson",200000,120000
3481504394917184152,3,L2,Management Trainee,Female,24,1991-09-30,Canada,Canada,,Management,,,,2024-02-23,2024-02-24,2023-12-29,,BE,IS,LinkedIn,2024-02-27,rejected,Open,rejected,Naveen Yarra,Failed Interview ,rejected,False,"Santos, Charles and Blair",210000,100000
3481504394917184153,12,L6,Sales Representative,Male,28,1998-10-12,USA,USA,,Sales,,,,,2024-10-24,2023-12-20,2024-01-03,Mtech,EC,HRMarket,,active,Closed,Pending,Subhajit,Failed Interview ,Review,True,Huerta Group,130000,110000
3481504394917184154,3,L2,Marketing Associate,Female,31,2003-02-20,Canada,Canada,,Marketing,,,,2024-06-02,2024-06-03,2023-12-27,,PhD,CS,LinkedIn,2024-06-06,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,"Brown, Wilson and Bennett",110000,160000
3481504394917184155,5,L4,System Administrator,Female,34,1996-01-27,India,India,,IT,,,,,2024-10-12,2023-12-04,2023-12-27,Mtech,CS,HRMarket,,active,Closed,Pending,Deepan,Lack of Experience,Technical,True,Velez-Hays,160000,120000
3481504394917184156,4,L3,Accounts Associate,Male,24,1992-05-26,USA,USA,,Finance & Admin,,,,2024-04-05,2024-04-06,2023-12-12,2024-01-06,BE,AI,HRMarket,2024-04-10,rejected,Closed,rejected,John,Failed Interview ,rejected,False,Elliott Ltd,160000,180000
3481504394917184157,4,L3,HR Generalist,Non-Binary,30,1997-11-25,USA,USA,,Human Resources,,,,2024-08-06,2024-08-07,2024-02-13,,BE,AI,HRMarket,2024-08-12,rejected,Open,rejected,Deepan,Lack of Experience,rejected,False,Hicks-Copeland,110000,100000
3481504394917184158,1,L1,Product Manager,Female,28,1994-04-07,USA,USA,,Management,,,,,2024-10-17,2024-04-16,,BE,AI,HRMarket,,active,Open,Pending,Deepan,Failed Interview ,Review,True,Baker Ltd,180000,190000
3481504394917184159,7,L6,General Manager,Male,34,1991-06-07,Mexico,Mexico,,Management,,,,2024-08-28,2024-08-29,2024-01-06,2024-02-07,HighSchool,AI,LinkedIn,2024-09-03,rejected,Closed,rejected,Subhajit,Location/Relocation,rejected,False,"Santos, Charles and Blair",120000,180000
3481504394917184160,12,L6,IT Director,Male,28,2000-10-19,India,India,,IT,,,,2024-03-26,2024-03-27,2024-03-26,,BE,AI,HRMarket,2024-04-01,rejected,Open,rejected,Rajini,Not Qualified,rejected,False,"Schneider, Gardner and Burns",140000,150000
3481504394917184161,2,L2,Management Trainee,Male,23,1992-05-06,India,India,,Management,,,,2024-06-18,2024-06-19,2023-12-29,,BE,AI,HRMarket,2024-06-19,rejected,Open,rejected,Subhajit,Lack of Experience,rejected,False,Hicks-Copeland,160000,150000
3481504394917184162,7,L6,Platform Engineer,Male,34,1998-03-28,Mexico,Mexico,,Platform,,,,,2024-10-04,2023-12-20,2024-01-10,BE,CS,HRMarket,,active,Closed,Pending,Mak,Lack of Experience,HR,True,"Cox, Thomas and Pineda",210000,160000
3481504394917184163,4,L3,Senior Marketing Manager,Female,30,1999-06-23,USA,USA,,Marketing,,,,2024-01-20,2024-01-21,2024-01-20,,Mtech,CS,LinkedIn,2024-01-23,rejected,Open,rejected,Rajini,Not Qualified,rejected,False,Ellis-Meadows,170000,130000
3481504394917184164,7,L6,System Administrator,Female,27,1999-04-22,Canada,Canada,,IT,,,,,2024-10-20,2023-12-04,2023-12-27,Btech,EC,HRMarket,,active,Closed,Pending,Rajini,Failed Interview ,Review,True,"Vasquez, Stein and Wheeler",210000,160000
3481504394917184165,5,L4,Marketing Analyst,Female,21,1995-02-19,China,China,,Marketing,,,,,2024-10-06,2023-12-28,,BE,EE,Monster,,active,Open,Negotiation,Rajini,Lack of Experience,Review,True,"Riggs, Larson and Herrera",170000,120000
3481504394917184166,10,L6,System Architect,Female,25,1991-07-03,USA,USA,,Platform,,,,2024-02-02,2024-02-03,2024-02-02,,HighSchool,CS,Referral,2024-02-07,rejected,Open,rejected,Deepan,Failed Interview ,rejected,False,Carpenter-Jackson,150000,170000
3481504394917184167,5,L4,Sales Executive,Female,21,1993-09-01,USA,USA,,Sales,,,,,2024-10-19,2023-12-02,2023-12-29,other,IS,Referral,,active,Closed,Pending,Rajini,Failed Interview ,Review,True,Davenport Ltd,140000,140000
3481504394917184168,12,L6,Account Manager,Male,26,2003-08-22,USA,USA,,Finance & Admin,,,,,2024-10-05,2024-06-25,,PhD,AI,HRMarket,,active,Closed,Pending,Deepan,Location/Relocation,Manager,True,Simpson-Stein,170000,180000
3481504394917184169,10,L6,Product Manager,Male,24,1999-09-11,China,China,,Management,,,,2024-04-16,2024-04-17,2024-04-16,,Btech,EE,HRMarket,2024-04-21,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,Murphy-Scott,150000,180000
3481504394917184170,1,L1,Marketing Associate,Female,27,1995-05-26,USA,USA,,Marketing,,,,2024-03-12,2024-03-13,2023-12-27,,HighSchool,EC,LinkedIn,2024-03-17,rejected,Open,rejected,Rajini,Lack of Experience,rejected,False,"Mcfarland, Valdez and Nelson",150000,110000
3481504394917184171,1,L1,Platform Engineer,Female,30,2002-12-16,India,India,,Platform,,,,,2024-10-03,2023-12-20,2024-01-10,PhD,IS,HRMarket,,active,Closed,Negotiation,Deepan,Lack of Experience,Review,True,"Alexander, Levy and Chambers",190000,150000
3481504394917184172,1,L1,Sales Manager,Female,24,1999-12-16,USA,USA,,Sales,,,,,2024-10-03,2023-12-25,2024-01-09,Mtech,CS,HRMarket,,active,Closed,Negotiation,Rajini,Lack of Experience,Review,True,Elliott Ltd,180000,130000
3481504394917184173,12,L6,Frontend Developer,Male,22,1992-06-30,Mexico,Mexico,,UI/UX,,,,,2024-10-28,2023-12-02,2023-12-26,BE,EC,Others,,active,Closed,Pending,Rajini,Lack of Experience,HR,True,Hughes Group,140000,110000
3481504394917184174,7,L6,HR Business Partner,Male,27,1995-07-20,USA,USA,,Human Resources,,,,2024-08-17,2024-08-18,2024-02-09,,Btech,CS,HRMarket,2024-08-22,rejected,Open,rejected,Rajini,Location/Relocation,rejected,False,Carney-Newman,120000,140000
3481504394917184175,12,L6,Senior Marketing Manager,Male,26,2001-05-08,USA,USA,,Marketing,,,,2024-07-06,2024-07-07,2024-01-20,,PhD,IS,LinkedIn,2024-07-10,rejected,Open,rejected,Naveen Yarra,Failed Interview ,rejected,False,Guzman Inc,120000,130000
3481504394917184176,3,L2,General Manager,Female,30,2000-05-05,China,China,,Management,,,,,2024-10-09,2024-01-06,2024-02-07,BE,CS,LinkedIn,,active,Closed,Negotiation,John,Failed Interview ,Review,True,"Mcfarland, Valdez and Nelson",130000,120000
3481504394917184177,7,L6,Social Media Coordinator,Male,33,1996-05-21,Mexico,Mexico,,Marketing,,,,2024-06-15,2024-06-16,2023-11-29,,Mtech,IS,HRMarket,2024-06-19,rejected,Open,rejected,Subhajit,Not Qualified,rejected,False,Mitchell Group,210000,130000
3481504394917184178,2,L2,Accounts Associate,Female,33,2001-10-01,USA,USA,,Finance & Admin,,,,,2024-10-15,2023-12-12,2024-01-06,BE,EE,HRMarket,,active,Closed,Pending,John,Location/Relocation,Manager,True,"Parker, Allen and Stone",170000,130000
3481504394917184179,1,L1,HR Generalist,Female,34,1992-07-03,Canada,Canada,,Human Resources,,,,,2024-10-07,2024-02-13,,BE,EC,Monster,,active,Open,Negotiation,Rajini,Lack of Experience,Review,True,Chan-Gray,160000,120000
3481504394917184180,15,L6,Sales Executive,Female,31,1994-05-20,India,India,,Sales,,,,2024-09-06,2024-09-07,2023-12-02,2023-12-29,PhD,CS,HRMarket,2024-09-11,rejected,Closed,rejected,Naveen Yarra,Failed Interview ,rejected,False,Bender-Thomas,170000,100000
3481504394917184181,4,L3,Principal Data Scientist,Male,29,2001-08-22,USA,USA,,Machine Learning,,,,2024-08-11,2024-08-12,2024-02-08,,Mtech,CS,HRMarket,2024-08-16,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,Key-Huffman,170000,120000
3481504394917184182,2,L2,IT Manager,Male,34,2000-06-30,Mexico,Mexico,,IT,,,,2024-10-26,2024-10-27,2024-10-04,,Mtech,CS,HRMarket,2024-10-27,rejected,Closed,rejected,Rajini,Location/Relocation,rejected,False,Harding-Hudson,190000,140000
3481504394917184183,12,L6,Finance Manager,Male,28,2003-04-26,Canada,Canada,,Finance & Admin,,,,2024-06-08,2024-06-09,2024-01-30,,BE,EE,HRMarket,2024-06-09,rejected,Open,rejected,Deepan,Lack of Experience,rejected,False,"Garza, Wilson and Parker",200000,120000
3481504394917184184,12,L6,Social Media Coordinator,Male,25,2002-03-03,India,India,,Marketing,,,,2024-10-17,2024-10-18,2023-11-29,,BE,IS,Referral,2024-10-23,rejected,Open,rejected,Rajini,Location/Relocation,rejected,False,Clark LLC,130000,120000
3481504394917184185,5,L4,Site Reliability Engineer,Male,33,1999-06-25,India,India,,IT,,,,2024-01-31,2024-02-01,2024-01-31,,Mtech,EE,HRMarket,2024-02-03,rejected,Closed,rejected,Naveen Yarra,Not Qualified,rejected,False,Hill-Whitney,120000,170000
3481504394917184186,0,L1,Account Manager,Male,25,1997-04-14,UK,UK,,Finance & Admin,,,,2024-06-25,2024-06-26,2024-06-25,,other,IS,HRMarket,2024-06-30,rejected,Closed,rejected,Mak,Location/Relocation,rejected,False,Vasquez-Boyd,170000,100000
3481504394917184187,15,L6,Senior Sales Manager,Female,33,2002-01-03,China,China,,Sales,,,,2024-04-24,2024-04-25,2024-02-23,,PhD,CS,LinkedIn,2024-04-26,rejected,Closed,rejected,Mak,Failed Interview ,rejected,False,"Alexander, Levy and Chambers",180000,110000
3481504394917184188,1,L1,Sales Representative,Male,34,1999-10-25,USA,USA,,Sales,,,,2024-02-13,2024-02-14,2023-12-20,2024-01-03,BE,AI,HRMarket,2024-02-19,rejected,Closed,rejected,Rajini,Failed Interview ,rejected,False,"Schneider, Gardner and Burns",160000,170000
3481504394917184189,10,L6,Support Specialist,Male,34,1997-07-13,USA,USA,,Customer Service,,,,,2024-10-04,2023-12-21,2024-01-15,BE,EC,Monster,,active,Closed,Pending,Rajini,Not Qualified,Manager,True,Baker Ltd,110000,120000
3481504394917184190,12,L6,Senior Backend Developer,Male,25,1994-02-21,USA,USA,,Platform,,,,2024-01-05,2024-01-06,2024-01-05,,PhD,CS,Referral,2024-01-07,rejected,Open,rejected,Subhajit,Not Qualified,rejected,False,"Moore, Harris and Garner",120000,100000
3481504394917184191,3,L2,HR Assistant,Female,23,1997-06-30,Canada,Canada,,Human Resources,,,,2024-05-12,2024-05-13,2024-03-10,,Mtech,CS,HRMarket,2024-05-15,rejected,Open,rejected,Subhajit,Location/Relocation,rejected,False,Davis-Dunn,170000,170000
3481504394917184192,7,L6,Technical Consultant,Male,23,1998-07-12,India,India,,Customer Service,,,,,2024-10-05,2023-12-09,2023-12-24,HighSchool,CS,HRMarket,,active,Closed,Pending,Subhajit,Lack of Experience,Manager,True,Huerta Group,140000,100000
3481504394917184193,0,L1,Network Engineer,Non-Binary,34,2002-06-09,USA,USA,,IT,,,,2024-07-17,2024-07-18,2023-12-30,2024-01-14,HighSchool,EC,HRMarket,2024-07-23,rejected,Closed,rejected,Naveen Yarra,Location/Relocation,rejected,False,"Martin, Jones and Whitehead",180000,100000
3481504394917184194,3,L2,General Manager,Non-Binary,26,1991-07-15,USA,USA,,Management,,,,2024-10-07,2024-10-08,2024-01-06,2024-02-07,Btech,CS,HRMarket,2024-10-12,rejected,Closed,rejected,John,Not Qualified,rejected,False,"Clark, Hall and Blackburn",180000,100000
3481504394917184195,5,L4,Team Lead,Female,33,1995-01-14,India,India,,Customer Service,,,,2024-07-19,2024-07-20,2024-02-12,,PhD,AI,Monster,2024-07-22,rejected,Open,rejected,Deepan,Lack of Experience,rejected,False,Benitez PLC,170000,160000
3481504394917184196,2,L2,Team Lead,Male,24,1991-03-31,Mexico,Mexico,,Customer Service,,,,,2024-10-08,2024-02-12,,Btech,CS,LinkedIn,,active,Open,Negotiation,Rajini,Lack of Experience,Review,True,"Mcfarland, Valdez and Nelson",120000,170000
3481504394917184197,2,L2,Assistant Manager,Male,25,1996-02-09,India,India,,Management,,,,,2024-10-18,2024-01-10,,Mtech,EE,HRMarket,,active,Closed,Pending,Subhajit,Lack of Experience,Manager,True,Sullivan LLC,170000,150000
3481504394917184198,3,L2,Project Manager,Male,31,2001-08-24,USA,USA,,Management,,,,,2024-10-14,2024-07-25,,PhD,EC,HRMarket,,active,Open,Pending,Deepan,Failed Interview ,Screening,True,Payne PLC,140000,190000
3481504394917184199,1,L1,Recruiter,Male,32,2001-07-10,Mexico,Mexico,,Human Resources,,,,2024-09-02,2024-09-03,2024-01-09,,Btech,AI,HRMarket,2024-09-04,rejected,Open,rejected,Mak,Lack of Experience,rejected,False,Jordan-Gray,190000,180000
3481504394917184200,4,L3,Operations Manager,Male,23,1999-07-25,Canada,Canada,,Management,,,,2024-03-10,2024-03-11,2024-03-10,,PhD,EC,HRMarket,2024-03-13,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Hughes Group,180000,100000
3481504394917184201,1,L1,Frontend Developer,Female,28,2002-12-12,India,India,,UI/UX,,,,2024-10-07,2024-10-08,2023-12-02,2023-12-26,Btech,CS,LinkedIn,2024-10-12,rejected,Closed,rejected,Naveen Yarra,Failed Interview ,rejected,False,"Collins, Harper and Armstrong",180000,100000
3481504394917184202,7,L6,Senior Backend Developer,Female,24,1990-11-19,India,India,,Platform,,,,2024-06-01,2024-06-02,2024-01-05,,Mtech,IS,HRMarket,2024-06-06,rejected,Open,rejected,Deepan,Failed Interview ,rejected,False,"Riggs, Larson and Herrera",200000,110000
3481504394917184203,3,L2,Marketing Associate,Male,21,1997-01-20,Mexico,Mexico,,Marketing,,,,,2024-10-11,2023-12-27,,BE,IS,HRMarket,,active,Open,Pending,Rajini,Location/Relocation,Technical,True,Murphy-Scott,190000,160000
3481504394917184204,2,L2,HR Assistant,Male,29,1995-09-08,Canada,Canada,,Human Resources,,,,,2024-10-07,2024-03-10,,Mtech,CS,HRMarket,,active,Open,Negotiation,John,Lack of Experience,Review,True,"Simmons, Cross and Lowe",210000,100000
3481504394917184205,10,L6,Account Manager,Male,27,2003-04-05,Canada,Canada,,Finance & Admin,,,,,2024-10-27,2024-06-25,,Btech,IS,HRMarket,,active,Closed,Negotiation,Rajini,Location/Relocation,Review,True,Elliott Ltd,130000,110000
3481504394917184206,3,L2,UI/UX Manager,Female,24,2001-04-15,India,India,,UI/UX,,,,,2024-10-10,2024-03-03,,PhD,EC,HRMarket,,active,Open,Pending,Mak,Not Qualified,Review,True,Hicks-Copeland,200000,110000
3481504394917184207,0,L1,Product Manager,Male,27,1994-03-30,USA,USA,,Management,,,,2024-09-18,2024-09-19,2024-04-16,,BE,CS,HRMarket,2024-09-23,rejected,Open,rejected,Rajini,Not Qualified,rejected,False,Guzman Inc,150000,140000
3481504394917184208,5,L4,Junior UX Designer,Male,21,1995-03-15,USA,USA,,UI/UX,,,,2024-03-30,2024-03-31,2023-12-11,,BE,CS,HRMarket,2024-03-31,rejected,Open,rejected,Mak,Lack of Experience,rejected,False,Hoffman Inc,160000,130000
3481504394917184209,15,L6,Assistant Manager,Male,25,2003-07-23,Canada,Canada,,Management,,,,2024-09-28,2024-09-29,2024-01-10,,Btech,CS,Referral,2024-10-01,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,"Sanchez, Roach and Brooks",150000,100000
3481504394917184210,1,L1,Recruiter,Female,26,2000-03-19,Canada,Canada,,Human Resources,,,,2024-01-22,2024-01-23,2024-01-09,,PhD,EC,LinkedIn,2024-01-25,rejected,Open,rejected,Rajini,Lack of Experience,rejected,False,Ingram-Horn,130000,190000
3481504394917184211,3,L2,IT Manager,Male,25,1999-12-12,USA,USA,,IT,,,,,2024-10-15,2024-10-04,,Mtech,CS,HRMarket,,active,Closed,Pending,John,Lack of Experience,Manager,True,Smith and Sons,190000,130000
3481504394917184212,5,L4,Senior Finance Manager,Female,34,1999-08-17,Canada,Canada,,Finance & Admin,,,,2024-06-10,2024-06-11,2024-05-14,,BE,CS,Monster,2024-06-15,rejected,Open,rejected,Mak,Lack of Experience,rejected,False,Thornton LLC,190000,150000
3481504394917184213,10,L6,Senior IT Manager,Male,30,2002-08-09,Mexico,Mexico,,IT,,,,2024-09-25,2024-09-26,2024-03-20,,PhD,AI,HRMarket,2024-09-28,rejected,Closed,rejected,John,Failed Interview ,rejected,False,Huerta-Sullivan,120000,150000
3481504394917184214,15,L6,IT Manager,Female,32,1993-10-10,USA,USA,,IT,,,,,2024-10-13,2024-10-04,,Mtech,EC,HRMarket,,active,Closed,Pending,Deepan,Lack of Experience,Review,True,Yang Ltd,150000,160000
3481504394917184215,0,L1,Team Lead,Female,28,2001-08-23,India,India,,Customer Service,,,,,2024-10-10,2024-02-12,,Mtech,EC,Monster,,active,Open,Pending,Subhajit,Not Qualified,Review,True,Mitchell Group,120000,110000
3481504394917184216,12,L6,Brand Manager,Female,28,1991-11-24,India,India,,Marketing,,,,2024-07-16,2024-07-17,2024-05-01,,PhD,CS,LinkedIn,2024-07-19,rejected,Closed,rejected,Rajini,Not Qualified,rejected,False,"Collins, Harper and Armstrong",150000,100000
3481504394917184217,1,L1,Tax Consultant,Female,29,1997-12-08,India,India,,Finance & Admin,,,,,2024-10-20,2024-03-30,2024-04-23,BE,CS,LinkedIn,,active,Closed,Pending,Rajini,Not Qualified,HR,True,"Scott, Smith and Dunn",160000,170000
3481504394917184218,0,L1,Platform Engineer,Male,28,2002-08-21,Canada,Canada,,Platform,,,,,2024-10-28,2023-12-20,2024-01-10,Mtech,AI,HRMarket,,active,Closed,Pending,Mak,Lack of Experience,Review,True,Simpson-Stein,140000,100000
3481504394917184219,12,L6,Senior Data Scientist,Non-Binary,31,2001-08-11,USA,USA,,Machine Learning,,,,2024-02-08,2024-02-09,2024-02-05,,BE,AI,LinkedIn,2024-02-10,rejected,Open,rejected,Naveen Yarra,Not Qualified,rejected,False,"Murray, Baker and Wright",170000,150000
3481504394917184220,2,L2,Head of Design,Female,24,2002-10-10,China,China,,UI/UX,,,,2024-09-11,2024-09-12,2024-06-25,,BE,CS,HRMarket,2024-09-12,rejected,Open,rejected,Subhajit,Lack of Experience,rejected,False,Harding-Hudson,130000,100000
3481504394917184221,3,L2,Junior UX Designer,Female,23,1992-06-16,Mexico,Mexico,,UI/UX,,,,,2024-10-10,2023-12-11,,BE,IS,HRMarket,,active,Open,Pending,Deepan,Not Qualified,Review,True,Hansen-Thompson,190000,140000
3481504394917184222,7,L6,Accounts Associate,Female,33,1997-10-09,USA,USA,,Finance & Admin,,,,,2024-10-01,2023-12-12,2024-01-06,Btech,EE,Others,,active,Closed,Pending,Rajini,Lack of Experience,Review,True,"Simmons, Hickman and Martinez",120000,130000
3481504394917184223,2,L2,HR Director,Female,23,1996-05-31,USA,USA,,Human Resources,,,,2024-05-20,2024-05-21,2024-05-20,,Mtech,EE,HRMarket,2024-05-26,rejected,Closed,rejected,Subhajit,Location/Relocation,rejected,False,Thornton LLC,150000,180000
3481504394917184224,4,L3,IT Support,Male,23,2000-09-21,China,China,,IT,,,,2024-10-28,2024-10-29,2023-12-20,2024-01-10,PhD,CS,Others,2024-10-30,rejected,Closed,rejected,Rajini,Failed Interview ,rejected,False,Hicks-Copeland,170000,110000
3481504394917184225,12,L6,Assistant Manager,Male,26,1991-05-05,USA,USA,,Management,,,,,2024-10-25,2024-01-10,,BE,CS,HRMarket,,active,Closed,Negotiation,Deepan,Location/Relocation,Review,True,Hughes Group,160000,120000
3481504394917184226,2,L2,IT Support,Male,34,1994-09-10,Canada,Canada,,IT,,,,,2024-10-17,2023-12-20,2024-01-10,BE,EE,HRMarket,,active,Closed,Pending,Mak,Lack of Experience,Technical,True,Campbell-Curtis,130000,140000
3481504394917184227,7,L6,Assistant Manager,Non-Binary,29,2002-09-09,USA,USA,,Management,,,,,2024-10-01,2024-01-10,,BE,EC,Referral,,active,Closed,Pending,Rajini,Not Qualified,Review,True,"Silva, Turner and Carpenter",200000,130000
3481504394917184228,7,L6,HR Generalist,Male,21,1999-08-20,Mexico,Mexico,,Human Resources,,,,,2024-10-05,2024-02-13,,Btech,CS,Internal,,active,Open,Negotiation,Rajini,Lack of Experience,Review,True,"Brown, Wilson and Bennett",160000,120000
3481504394917184229,5,L4,ML Intern,Female,32,1998-01-20,Canada,Canada,,Machine Learning,,,,,2024-10-28,2023-12-16,2024-01-05,HighSchool,CS,LinkedIn,,active,Closed,Negotiation,John,Lack of Experience,Review,True,Yang Ltd,130000,160000
3481504394917184230,3,L2,HR Manager,Female,30,2001-11-17,Mexico,Mexico,,Human Resources,,,,2024-03-24,2024-03-25,2024-03-24,,HighSchool,EC,LinkedIn,2024-03-26,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,"Collins, Harper and Armstrong",200000,180000
3481504394917184231,1,L1,Senior Sales Manager,Male,21,1996-06-05,USA,USA,,Sales,,,,,2024-10-20,2024-02-23,,PhD,CS,HRMarket,,active,Closed,Pending,Subhajit,Location/Relocation,Technical,True,Huerta Group,170000,140000
3481504394917184232,1,L1,Senior Sales Manager,Female,22,2000-10-31,India,India,,Sales,,,,,2024-10-27,2024-02-23,,Mtech,AI,HRMarket,,active,Closed,Negotiation,Deepan,Failed Interview ,Review,True,Jordan-Gray,180000,130000
